col1,col2,col3,col4,col5,col6,col7
1,A200005D,毕业实习,3,0 | 0 | 3.0周 | 0,计算机科学与技术学院,必修
2,A2040340,空间信息与数字技术综合实践,2,0 | 0 | 2.0周 | 0,计算机科学与技术学院,必修
3,A2040750,计算机与智能科学前沿,1,16 | 0 | 0 | 0,计算机科学与技术学院,选修
合计设置,必修：5 选修：1,,,,,
   ( 地理信息科学专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200005D,毕业实习,3,0 | 0 | 3.0周 | 0,计算机科学与技术学院,必修
2,A2040340,空间信息与数字技术综合实践,2,0 | 0 | 2.0周 | 0,计算机科学与技术学院,必修
3,A2040650,云计算与大数据综合实践,2,0 | 0 | 2.0周 | 0,计算机科学与技术学院,选修
4,A2040501,数据挖掘基础B,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
5,A2040750,计算机与智能科学前沿,1,16 | 0 | 0 | 0,计算机科学与技术学院,选修
6,A2040700,智能终端软件开发技术,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
合计设置,必修：5 选修：7,,,,,
   ( 智能科学与技术专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200005D,毕业实习,3,0 | 0 | 3.0周 | 0,计算机科学与技术学院,必修
2,A2040680,智能应用系统综合设计实践,3,0 | 0 | 3.0周 | 0,计算机科学与技术学院,必修
3,A2040490,数据可视化技术,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
4,A2040380,模式识别,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
5,A2040750,计算机与智能科学前沿,1,16 | 0 | 0 | 0,计算机科学与技术学院,选修
合计设置,必修：6 选修：5,,,,,
   ( 网络工程专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200005D,毕业实习,3,0 | 0 | 3.0周 | 0,计算机科学与技术学院,必修
2,A2040540,网络工程综合实践,2,0 | 0 | 2.0周 | 0,计算机科学与技术学院,必修
3,A2040750,计算机与智能科学前沿,1,16 | 0 | 0 | 0,计算机科学与技术学院,选修
4,A2040081,嵌入式系统设计B,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
合计设置,必修：5 选修：3,,,,,
,,,,,,
第8学期,,,,,,
,,,,,,
   ( 计算机科学与技术专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200006F,毕业设计（论文）,12,0 | 0 | 12.0周 | 0,计算机科学与技术学院,必修
合计设置,必修：12 选修：0,,,,,
   ( 信息安全专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200006F,毕业设计（论文）,12,0 | 0 | 12.0周 | 0,计算机科学与技术学院,必修
合计设置,必修：12 选修：0,,,,,
   ( 空间信息与数字技术专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200006F,毕业设计（论文）,12,0 | 0 | 12.0周 | 0,计算机科学与技术学院,必修
合计设置,必修：12 选修：0,,,,,
   ( 地理信息科学专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200006F,毕业设计（论文）,12,0 | 0 | 12.0周 | 0,计算机科学与技术学院,必修
合计设置,必修：12 选修：0,,,,,
   ( 智能科学与技术专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200006F,毕业设计（论文）,12,0 | 0 | 12.0周 | 0,计算机科学与技术学院,必修
合计设置,必修：12 选修：0,,,,,
   ( 网络工程专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200006F,毕业设计（论文）,12,0 | 0 | 12.0周 | 0,计算机科学与技术学院,必修
合计设置,必修：12 选修：0,,,,,
